no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,loan_status,Assets_Sum
3,0,1,9900000,36500000,16,562,1,67900000
1,1,0,8400000,21800000,2,492,0,39800000
3,0,1,500000,1700000,4,824,1,2900000
2,1,0,1700000,5700000,10,602,1,13900000
1,0,1,6500000,18300000,10,722,1,44200000
1,0,0,8900000,28400000,6,709,1,61200000
1,0,0,400000,1400000,4,302,1,2300000
3,0,0,5700000,12300000,6,364,0,44400000
0,0,1,9600000,23800000,12,389,0,76300000
0,1,1,8500000,20000000,16,786,1,47300000
0,1,0,4000000,11500000,8,434,0,21600000
2,0,1,6300000,18100000,6,671,1,34700000
3,1,1,4000000,14700000,8,376,0,22300000
4,1,0,9400000,32200000,6,898,1,67500000
5,1,1,4100000,15500000,10,836,1,30400000
4,1,1,1100000,4400000,6,515,0,7500000
3,0,0,8700000,24800000,20,360,0,69400000
4,1,1,4900000,12800000,2,691,1,26800000
1,0,1,2800000,9100000,14,510,0,20000000
0,1,0,9600000,23200000,18,389,0,49600000
3,1,1,6900000,19000000,14,348,0,32200000
2,0,1,2300000,8100000,2,504,1,12600000
2,0,0,6800000,21300000,20,658,1,50300000
1,0,1,2200000,5400000,16,641,1,11900000
2,0,0,5900000,19800000,20,327,0,37500000
1,1,1,7000000,20300000,18,726,1,50800000
1,1,1,9600000,34100000,20,828,1,78300000
0,1,0,6500000,14500000,12,755,1,45100000
2,0,1,3800000,7600000,20,788,1,21700000
2,1,0,9400000,25100000,20,832,1,49700000
0,0,0,2100000,8200000,4,554,1,15300000
1,0,1,8500000,26200000,8,811,1,74400000
5,1,1,3800000,12000000,2,649,1,26000000
1,0,1,3400000,9700000,20,830,1,25000000
1,1,1,5600000,11700000,6,707,1,28200000
0,1,1,8500000,33700000,10,483,0,68900000
4,0,1,2100000,5500000,18,349,0,8700000
4,1,0,400000,1500000,4,846,1,2500000
4,0,0,7900000,31500000,20,386,0,49400000
5,0,0,6900000,19200000,12,408,0,48900000
0,0,1,1800000,3900000,2,764,1,7600000
0,1,1,1200000,3200000,18,473,0,6300000
3,0,0,3600000,9800000,12,654,1,11600000
1,1,0,7200000,22800000,2,551,1,54500000
5,1,0,9400000,21800000,6,850,1,56600000
5,1,0,9000000,24200000,4,646,1,47900000
1,0,1,1000000,2100000,8,793,1,7800000
3,0,0,5600000,19900000,16,551,1,38800000
1,1,0,900000,2600000,4,346,0,4900000
5,0,1,9000000,19100000,14,540,0,35300000
2,0,0,3100000,9000000,20,892,1,21700000
1,0,1,8000000,20700000,6,570,1,47200000
4,0,1,3500000,11300000,16,874,1,19000000
4,1,0,3900000,12600000,8,553,1,27500000
2,1,0,9700000,34500000,10,649,1,48900000
4,1,0,4500000,15800000,14,439,0,35400000
5,0,0,6800000,24800000,8,621,1,54600000
2,0,0,6300000,18600000,14,872,1,45400000
2,1,0,4900000,18500000,8,492,0,33900000
0,1,0,4800000,18600000,6,618,1,39000000
5,1,0,7500000,15800000,18,458,0,45100000
5,0,0,5200000,13900000,4,422,0,31300000
3,0,1,9400000,30900000,20,873,1,68800000
5,0,0,3200000,10000000,14,610,1,18800000
1,0,1,3600000,13200000,20,546,0,29300000
1,0,1,3400000,7200000,8,741,1,26300000
3,1,0,2100000,8200000,6,754,1,9700000
1,1,0,7200000,15100000,8,379,0,40800000
5,1,0,4500000,16900000,18,455,0,21500000
0,1,1,2600000,9000000,20,615,1,18600000
4,1,1,6400000,21700000,10,384,0,45500000
0,1,0,6400000,25100000,16,628,1,43500000
3,1,0,3100000,11200000,16,865,1,19000000
2,1,0,1800000,5300000,2,679,1,9100000
1,1,1,9300000,19000000,14,689,1,79600000
5,0,1,6500000,13800000,10,636,1,46000000
1,0,0,3100000,6600000,20,837,1,24800000
3,0,0,2300000,8500000,12,557,1,12500000
2,1,0,500000,1700000,10,324,0,3100000
0,0,1,3700000,9300000,14,531,0,20100000
4,0,1,8600000,21400000,14,476,0,49700000
4,1,0,2600000,8500000,4,775,1,17400000
1,0,1,7100000,18000000,20,477,0,48400000
4,0,1,7000000,19800000,16,682,1,36400000
5,0,0,8300000,17700000,12,334,0,65100000
3,1,1,6800000,23900000,12,565,1,47100000
1,0,1,9900000,25700000,2,340,0,75700000
2,1,0,5100000,11000000,14,322,0,27400000
4,1,1,3500000,10700000,8,883,1,12900000
3,1,1,4300000,12800000,16,346,0,20100000
0,1,1,5300000,20200000,2,861,1,24000000
5,1,1,6400000,21900000,12,699,1,37200000
0,1,0,9300000,27200000,8,629,1,50700000
3,1,0,1100000,3100000,14,359,0,7500000
2,0,0,7100000,27000000,10,430,0,57700000
4,0,0,1100000,3300000,18,417,0,7300000
2,1,0,1900000,5200000,6,896,1,13000000
0,0,0,1300000,3900000,16,690,1,10800000
5,1,0,7500000,22800000,16,347,0,43100000
4,0,0,2400000,7000000,4,539,0,14800000
4,1,1,2500000,8000000,8,464,0,19000000
4,1,0,7500000,16200000,4,310,0,45800000
3,0,0,9300000,36600000,6,431,0,78300000
5,0,0,3300000,10000000,12,489,0,12500000
4,0,1,5700000,13900000,12,775,1,27700000
4,0,0,300000,600000,6,365,0,1100000
2,0,1,1200000,4500000,10,555,1,5300000
4,1,1,8200000,29600000,10,457,0,45800000
3,0,0,5500000,12400000,8,580,1,28300000
4,0,0,1800000,7200000,20,496,0,13300000
0,0,0,3500000,11400000,16,837,1,18500000
4,0,1,6000000,13200000,6,455,0,36800000
0,1,1,2700000,9700000,20,551,1,11300000
4,0,1,5900000,20700000,10,825,1,49100000
1,0,1,2100000,4200000,18,554,1,12100000
0,0,1,2000000,5200000,18,400,0,9900000
5,0,0,9000000,34300000,10,853,1,76700000
1,0,1,7600000,18800000,14,403,0,60300000
3,1,0,500000,1500000,6,392,0,4000000
1,1,0,6300000,19000000,20,673,1,42900000
0,1,1,3100000,7100000,10,498,0,21400000
1,0,0,1100000,2600000,6,858,1,7000000
4,1,1,3900000,14300000,20,477,0,17600000
4,0,1,8700000,28200000,12,548,0,50000000
4,0,1,6400000,23900000,6,300,0,59700000
2,1,1,200000,800000,12,483,0,1200000
1,1,0,2400000,5800000,20,384,0,15700000
3,0,0,8900000,35200000,10,894,1,60200000
3,0,0,6100000,14800000,10,492,0,34200000
5,0,1,7600000,25700000,4,607,1,60500000
3,0,0,900000,2400000,16,701,1,3100000
2,0,1,7100000,19700000,20,890,1,44000000
2,0,1,5000000,14600000,10,808,1,28300000
4,1,1,2000000,7400000,20,596,1,10300000
4,1,1,2600000,6200000,14,421,0,17000000
2,1,1,7000000,14900000,20,495,0,42900000
3,1,0,3900000,9800000,6,604,1,29200000
3,1,0,8400000,32600000,4,509,1,76400000
0,1,1,200000,600000,8,852,1,1100000
2,0,1,1900000,6700000,16,893,1,17100000
2,0,1,9200000,33000000,14,874,1,51400000
3,0,1,300000,500000,6,386,0,2300000
5,1,0,6300000,18100000,4,590,1,47300000
2,0,0,6100000,23500000,14,510,0,34300000
3,1,1,7800000,25600000,6,523,0,50700000
0,1,1,2000000,6700000,8,461,0,16900000
4,0,0,1900000,5600000,2,832,1,15500000
2,0,1,3300000,9600000,18,896,1,27800000
0,0,1,9500000,26000000,2,732,1,67800000
0,1,1,3500000,13900000,16,301,0,21800000
5,1,0,4400000,15800000,4,701,1,31600000
2,0,0,2000000,4000000,14,502,0,13100000
3,0,0,9200000,19500000,12,742,1,61400000
1,0,0,2200000,5000000,2,755,1,13500000
1,0,0,1900000,7100000,2,834,1,13400000
5,1,1,8700000,18400000,12,394,0,58600000
3,1,1,9700000,19700000,4,663,1,60300000
3,1,0,9400000,20300000,10,649,1,72400000
4,0,1,8000000,23200000,14,738,1,48300000
5,0,0,1000000,2000000,4,524,0,7400000
5,0,0,5300000,14600000,16,855,1,24400000
3,1,1,1400000,5400000,20,304,0,6700000
2,1,1,1600000,3800000,12,532,0,11100000
3,1,1,3400000,8500000,6,584,1,19400000
3,1,0,7800000,28700000,4,447,1,48100000
4,0,0,7100000,19900000,14,852,1,35200000
1,0,1,6000000,13100000,2,368,0,30700000
3,0,1,8200000,28900000,10,447,0,55300000
4,1,0,3900000,11400000,20,867,1,21700000
5,0,1,8400000,17600000,12,397,0,60300000
4,1,0,9700000,19400000,20,798,1,53200000
1,0,1,8300000,26300000,20,530,0,75000000
4,1,0,2500000,9900000,16,356,0,16500000
3,1,0,6100000,24000000,18,718,1,30900000
3,0,0,5000000,13000000,10,459,0,31700000
3,0,0,9500000,22200000,8,571,1,47900000
2,1,0,5700000,20500000,8,412,0,36200000
1,1,1,5000000,12500000,20,604,1,23800000
4,0,1,8600000,20600000,16,449,0,55500000
5,0,0,1400000,5300000,12,778,1,7400000
3,1,0,5900000,21200000,16,476,0,39000000
4,1,1,4100000,10400000,12,727,1,38600000
3,1,0,7400000,18500000,8,818,1,55600000
1,1,1,7100000,19300000,16,738,1,35100000
5,1,1,5300000,18200000,16,546,0,39900000
2,0,0,6600000,14100000,2,471,0,48900000
3,0,0,2800000,10600000,4,860,1,19500000
1,0,1,1600000,4400000,4,364,0,9900000
0,1,1,8500000,25300000,20,557,1,49100000
1,0,1,5200000,20700000,12,612,1,24500000
2,0,1,6400000,19300000,6,414,0,32000000
5,1,0,1300000,2900000,4,372,0,5200000
0,1,0,5600000,11600000,12,466,0,51700000
3,1,1,9000000,19800000,20,348,0,49100000
1,0,1,7800000,17200000,4,597,1,42300000
4,0,1,4000000,11000000,8,791,1,18500000
0,1,1,700000,1800000,12,400,0,5100000
5,1,1,7300000,18700000,16,813,1,40600000
0,0,1,5200000,15400000,4,675,1,39800000
1,0,0,6200000,18200000,18,324,0,37700000
4,1,0,1100000,3600000,8,693,1,9000000
1,0,1,5600000,13700000,8,491,0,36500000
5,1,1,3400000,9800000,8,559,1,16900000
4,1,0,1500000,4900000,16,392,0,7900000
2,0,0,5800000,18600000,18,532,0,30800000
4,0,0,9800000,29400000,8,592,1,90700000
5,0,0,8300000,23100000,4,459,0,53700000
4,1,1,500000,1200000,4,627,1,3000000
4,1,0,1900000,6100000,2,462,1,13300000
1,0,1,9700000,24700000,14,600,1,69800000
5,0,0,1800000,6200000,18,366,0,13500000
0,1,1,3300000,9700000,14,356,0,25900000
5,1,0,900000,2300000,16,590,1,5700000
5,1,1,8200000,28900000,4,485,1,45700000
1,0,1,500000,1700000,18,617,1,2400000
5,1,1,1000000,2600000,8,664,1,6500000
3,0,0,7100000,27900000,8,583,1,42400000
1,1,1,200000,400000,18,859,1,1000000
2,1,0,3100000,7300000,14,504,0,11900000
4,1,0,700000,2300000,16,688,1,4100000
3,0,0,1800000,5700000,2,422,1,10800000
3,0,1,8400000,27000000,8,746,1,62900000
3,1,0,7400000,17500000,20,317,0,68200000
2,0,1,6700000,20200000,6,701,1,43100000
1,1,1,1700000,6000000,16,754,1,13600000
3,0,1,300000,600000,10,515,0,1700000
1,1,1,3800000,8800000,12,670,1,25900000
5,1,1,1300000,4000000,8,407,0,9700000
5,0,1,3100000,10900000,12,884,1,26200000
1,1,1,200000,400000,20,882,1,800000
2,0,1,8100000,24700000,6,595,1,53600000
1,0,1,8900000,22900000,4,757,1,45400000
5,1,1,4200000,8500000,4,386,0,29800000
5,0,1,4100000,11100000,18,756,1,18500000
3,0,0,8300000,25700000,12,453,0,64700000
3,0,0,7500000,25200000,8,316,0,29100000
3,1,0,2100000,7700000,6,703,1,14200000
3,1,0,1400000,3200000,8,753,1,9800000
0,0,0,6900000,23500000,2,621,1,47600000
0,1,1,2500000,9100000,10,852,1,18600000
3,0,1,3800000,9400000,12,301,0,30500000
3,0,1,7700000,29300000,10,359,0,39000000
1,0,0,3200000,6600000,16,534,0,19700000
0,0,1,8600000,20000000,10,704,1,76500000
3,0,1,3800000,13700000,16,662,1,22900000
3,1,0,8400000,31100000,18,599,1,63700000
1,1,0,1600000,5400000,4,319,1,12200000
2,0,0,7800000,19400000,16,549,0,62900000
1,1,1,9400000,21000000,12,443,0,45600000
3,0,1,9900000,26700000,10,550,1,81500000
4,0,0,2400000,8000000,18,393,0,10700000
2,1,1,7500000,15100000,8,488,0,55000000
5,1,0,3300000,11800000,16,845,1,19300000
2,1,0,5500000,19000000,2,382,1,36800000
5,0,0,2400000,7500000,12,357,0,12900000
1,0,1,8700000,27500000,16,815,1,50900000
1,0,0,9600000,26000000,16,368,0,73400000
0,1,0,8400000,19800000,16,674,1,50800000
5,0,0,9200000,23900000,10,335,0,67200000
2,1,1,4600000,12600000,2,355,0,34500000
5,0,0,7600000,17500000,6,510,0,38100000
4,1,0,8500000,17800000,4,698,1,47600000
4,0,1,3100000,8200000,18,408,0,20600000
3,1,1,4900000,13100000,18,401,0,29800000
5,0,1,5800000,14000000,14,418,0,36200000
0,0,0,5700000,21300000,4,697,1,35300000
4,1,0,3200000,12200000,14,683,0,11400000
4,0,1,8000000,31500000,16,763,1,50200000
4,0,0,5000000,11400000,6,336,0,23600000
2,0,1,2900000,8300000,10,693,1,23400000
2,0,0,6400000,23900000,18,745,1,42100000
5,1,0,6300000,22500000,18,629,1,35300000
0,0,0,5900000,23300000,16,581,1,31000000
1,1,0,8100000,29600000,4,672,1,39800000
5,1,1,7100000,20100000,4,700,1,39900000
1,0,0,1400000,4400000,14,787,1,7800000
3,1,1,2300000,8000000,8,300,0,16500000
1,1,0,7400000,16100000,4,655,1,64500000
0,1,1,5300000,13300000,12,572,1,31800000
5,1,1,7700000,16400000,2,663,1,35600000
0,0,0,5000000,10700000,16,726,1,23200000
5,0,1,6000000,12300000,12,680,1,37800000
0,1,0,1400000,2700000,2,685,1,10900000
5,0,1,9400000,23100000,6,762,1,51500000
3,0,0,5200000,17200000,18,768,1,30200000
0,1,0,3100000,11100000,8,504,0,21300000
3,0,1,8400000,20500000,12,796,1,62200000
0,0,0,1200000,2900000,18,348,0,5100000
5,0,1,4800000,13100000,6,717,1,38300000
5,0,1,9200000,34200000,4,565,1,50300000
2,0,0,5300000,10900000,6,647,1,40000000
3,1,0,4700000,10900000,2,626,1,31300000
0,0,0,6500000,24700000,6,554,1,36100000
4,1,1,3200000,11500000,20,864,1,29900000
4,1,0,4600000,12500000,6,406,0,31800000
5,1,0,700000,1800000,10,650,1,3200000
5,0,1,7600000,16500000,8,534,0,52400000
4,1,0,1200000,2600000,8,872,1,7300000
2,1,0,5100000,16500000,12,845,1,38200000
1,0,1,4300000,16300000,14,792,0,15000000
4,1,0,300000,1200000,18,544,0,1700000
2,1,1,4000000,13000000,10,552,1,24300000
5,0,0,3900000,14900000,12,837,1,19600000
0,0,1,6900000,21300000,18,845,1,51000000
4,0,1,7000000,24100000,10,677,1,52700000
1,1,0,6300000,18300000,20,430,0,46500000
3,1,1,8900000,22500000,12,887,1,77100000
0,0,1,5700000,19400000,8,544,0,36400000
4,0,1,5200000,18300000,10,355,0,18200000
4,1,0,7400000,17500000,4,540,0,37900000
5,1,0,6500000,16000000,14,444,0,40000000
3,1,0,6200000,14900000,14,567,1,39900000
5,0,1,2400000,6500000,20,513,0,16300000
0,0,0,2500000,7100000,10,590,1,13500000
2,1,1,2700000,8500000,20,368,0,17400000
5,0,0,3000000,7600000,6,413,0,18900000
4,1,1,6100000,13600000,4,401,0,37100000
3,1,0,1500000,5400000,18,687,1,6800000
2,1,0,6500000,14100000,14,577,1,45600000
4,0,0,200000,700000,10,576,1,1300000
1,0,0,9900000,23400000,16,687,1,69700000
4,1,0,5500000,11600000,12,474,0,29900000
4,1,0,1200000,4400000,6,709,1,10900000
4,1,1,6900000,20200000,18,438,0,48300000
3,1,1,8000000,25300000,4,306,1,60600000
3,0,1,4100000,13900000,20,383,0,23800000
2,1,0,1400000,4700000,20,563,1,6900000
4,0,1,1600000,3200000,20,371,0,9500000
1,1,0,2100000,4200000,12,379,0,15400000
1,0,0,8800000,30200000,18,897,1,64800000
3,0,1,7100000,25400000,10,725,1,50500000
1,0,0,8600000,31500000,16,678,1,60600000
2,0,1,5400000,14800000,6,724,1,19900000
3,1,1,1000000,2500000,6,808,1,6000000
0,1,0,5400000,18400000,8,625,1,32900000
2,1,0,4200000,16800000,4,771,1,27300000
2,0,0,7500000,22400000,14,695,1,36700000
4,1,0,1200000,3300000,2,564,1,8500000
4,1,1,6300000,14500000,10,349,0,38300000
4,1,1,300000,900000,4,797,1,1700000
3,1,0,7400000,28800000,8,391,0,58700000
5,0,0,2200000,5400000,12,833,1,16800000
5,1,0,4000000,9100000,10,515,0,22400000
4,1,1,2700000,10400000,16,671,1,19400000
0,0,1,2000000,6900000,4,404,1,13700000
4,0,0,6400000,14800000,6,537,0,31100000
5,0,1,1400000,5100000,4,348,1,8300000
0,0,1,2800000,6300000,12,647,1,15100000
2,0,1,8200000,28700000,14,316,0,61400000
3,0,0,9000000,26700000,14,638,1,41800000
5,0,1,800000,2100000,12,363,0,6200000
4,0,1,6100000,21200000,6,808,1,36300000
4,0,1,2400000,9400000,2,871,1,14600000
4,1,1,6000000,17000000,12,607,1,44500000
2,0,1,7900000,22500000,6,571,1,39400000
3,1,1,9500000,25700000,18,446,0,69900000
3,0,1,1800000,6400000,20,436,0,10100000
3,0,1,5800000,14100000,12,738,1,39900000
3,1,0,2800000,9400000,10,519,0,19700000
3,1,1,4000000,8300000,8,531,0,32200000
1,0,0,1000000,3400000,18,578,1,7000000
0,1,0,9100000,21100000,20,578,1,51400000
0,1,0,4600000,18100000,14,442,0,21900000
2,0,0,7800000,16900000,6,751,1,55800000
4,1,1,6600000,18800000,10,353,0,52200000
5,0,0,9800000,26600000,12,664,1,44700000
1,1,0,7400000,26600000,18,505,0,30900000
3,1,1,4300000,16600000,10,571,1,28000000
2,0,1,9800000,34600000,16,754,1,68100000
5,0,0,1100000,3900000,20,858,1,9300000
3,1,1,8600000,21800000,20,641,1,47200000
0,0,1,9400000,35500000,16,592,1,57400000
3,1,1,5300000,20300000,14,432,0,38100000
1,0,1,8700000,33800000,18,558,1,67200000
3,1,1,4800000,14200000,12,547,0,23300000
4,0,0,4400000,9800000,18,732,1,24300000
1,1,1,5400000,19300000,12,784,1,33600000
5,0,1,8400000,31900000,10,605,1,60300000
1,1,1,5400000,19500000,18,688,1,33400000
3,0,1,9400000,32100000,10,617,1,69300000
0,0,1,800000,2400000,4,518,1,4600000
0,0,0,3800000,14800000,10,390,0,25700000
4,1,0,3100000,6300000,4,370,0,24300000
3,0,1,6000000,21300000,4,802,1,38500000
2,0,1,6800000,15500000,12,338,0,41400000
5,0,0,5200000,11700000,6,658,1,30200000
0,0,0,1900000,6700000,12,595,1,12800000
5,1,1,3600000,8500000,20,594,1,22700000
3,1,1,1500000,4100000,14,611,1,9500000
3,0,0,2000000,5800000,8,799,1,12600000
5,1,0,9200000,18600000,20,497,0,36200000
0,0,1,6100000,15900000,18,456,0,51600000
5,0,0,300000,500000,8,396,0,2100000
1,1,0,800000,2300000,10,770,1,5800000
0,0,0,3300000,9000000,16,797,1,23000000
1,0,0,5800000,18700000,20,586,1,38700000
5,0,0,8500000,23400000,16,604,1,70900000
0,0,1,4100000,12800000,8,799,1,16500000
2,1,0,7800000,26400000,4,763,1,33900000
0,1,0,7500000,23000000,14,725,1,41000000
2,1,0,2300000,8800000,18,336,0,9300000
4,1,1,600000,2300000,6,495,0,4600000
1,0,0,2900000,11500000,20,431,0,16400000
5,0,0,900000,2200000,2,415,0,5900000
5,1,1,9000000,20400000,6,451,0,53800000
1,0,0,4800000,14300000,4,489,0,41600000
1,1,0,1600000,4600000,12,415,0,6800000
3,0,0,2600000,8100000,12,425,0,18200000
4,1,1,1800000,4600000,14,453,0,10400000
5,1,1,4400000,11800000,20,634,1,32700000
2,0,0,200000,300000,20,519,0,700000
4,0,1,800000,2100000,6,353,0,5100000
3,1,0,1500000,3200000,4,767,1,7500000
0,0,1,7700000,16900000,14,473,0,61500000
5,1,1,7200000,21300000,2,801,1,39200000
4,1,0,1000000,2300000,16,543,0,3300000
1,1,0,6300000,17200000,12,714,1,47500000
3,1,0,1900000,4100000,12,830,1,13100000
5,1,0,4400000,15300000,4,401,1,25500000
0,0,0,9100000,26400000,6,518,0,57900000
2,1,1,900000,2300000,20,367,0,5900000
0,1,1,4600000,12000000,12,493,0,25000000
2,1,1,9400000,22700000,14,505,0,57100000
5,1,0,6900000,26500000,16,322,0,56800000
2,1,0,300000,900000,8,735,1,1800000
5,1,1,1900000,6700000,2,622,1,10000000
4,1,1,4400000,16400000,6,513,0,31700000
4,0,1,1200000,4100000,16,585,1,5000000
1,1,1,1000000,3000000,10,813,1,7500000
0,1,0,3100000,10400000,18,622,1,15100000
1,1,1,2100000,6300000,16,899,1,11200000
0,0,0,2100000,4700000,2,459,0,14600000
4,1,0,9400000,33300000,18,369,0,65600000
2,0,0,9700000,37700000,6,601,1,39000000
4,1,0,1400000,2700000,18,703,1,8200000
2,0,0,4700000,14600000,20,597,1,35100000
3,0,1,4100000,13300000,10,670,1,26700000
4,0,1,1200000,2800000,6,366,0,9200000
5,0,0,7900000,27800000,16,857,1,63600000
2,0,0,6600000,15000000,16,401,0,47000000
0,0,0,2200000,8800000,4,437,1,14200000
3,0,0,5500000,17600000,8,882,1,37000000
4,1,0,5100000,15500000,8,392,0,35100000
2,0,1,3900000,7700000,10,421,0,33400000
5,1,0,200000,400000,6,722,1,1100000
4,1,0,5800000,14700000,10,692,1,34000000
5,0,0,8300000,20700000,2,537,0,50200000
5,1,1,2600000,5500000,8,676,1,16000000
1,1,0,2100000,8100000,6,817,1,15300000
4,0,0,3900000,10800000,20,433,0,23100000
1,1,1,5200000,16300000,6,524,0,39700000
3,0,1,7800000,24400000,20,490,0,33600000
3,0,1,5400000,14300000,4,595,1,31100000
2,0,0,2900000,11000000,2,835,1,21000000
4,1,0,7100000,28300000,6,850,1,48400000
1,1,1,800000,2500000,4,409,1,6300000
5,1,1,3400000,12800000,10,760,1,29700000
1,1,1,6800000,17600000,14,344,0,36900000
4,1,1,7000000,27100000,12,881,1,44400000
0,1,1,9300000,24500000,10,600,1,58900000
2,1,0,7500000,19900000,10,790,1,42300000
3,1,1,8000000,31200000,20,392,0,37700000
5,1,1,1600000,4100000,2,748,1,7600000
1,1,1,6700000,18800000,6,798,1,38700000
3,0,0,3800000,11400000,4,323,1,23800000
1,0,1,2700000,5400000,6,413,0,15000000
3,1,0,1300000,2900000,8,733,1,11300000
4,0,0,3400000,10500000,16,543,0,23200000
3,1,0,3400000,10900000,14,757,1,17700000
5,1,1,2400000,6800000,8,464,0,14600000
0,0,0,1900000,6900000,4,749,1,12300000
4,1,0,700000,2200000,6,680,1,3300000
1,0,0,6900000,20900000,4,574,1,35200000
5,1,1,300000,800000,18,774,1,1900000
3,0,0,6000000,18700000,10,387,0,42800000
1,0,0,4300000,16400000,20,397,0,28800000
4,1,0,5800000,13500000,14,816,1,51400000
2,1,1,3300000,6700000,8,845,1,21400000
2,0,0,400000,1500000,4,743,1,2700000
5,0,0,300000,600000,4,418,0,1600000
1,0,0,4200000,10700000,6,466,0,33100000
2,0,1,600000,2300000,12,335,0,2900000
5,0,1,4400000,15200000,6,446,0,34200000
0,1,1,9200000,29400000,2,868,1,60300000
2,1,1,6900000,25300000,4,763,1,39400000
5,0,1,5100000,13700000,14,527,0,45100000
4,1,0,3400000,12700000,2,741,1,20800000
4,0,1,8600000,26800000,12,802,1,54000000
3,0,1,9200000,28900000,8,538,0,59500000
5,1,1,4800000,16300000,4,523,1,23900000
4,0,0,2800000,8300000,14,381,0,14900000
1,1,1,3400000,7000000,4,534,0,21700000
5,0,1,800000,2200000,14,574,1,6200000
1,0,0,4100000,11100000,6,405,0,29800000
0,0,0,1900000,3800000,16,542,0,7400000
5,1,1,6700000,25400000,14,820,1,40800000
0,1,0,5200000,13400000,2,505,0,46500000
3,1,1,6700000,16400000,2,508,0,49800000
1,0,1,4700000,15000000,20,835,1,18500000
0,0,0,6000000,22000000,12,826,1,24500000
5,0,1,6500000,18900000,12,427,0,33000000
3,1,0,500000,2000000,12,890,1,3700000
4,0,0,5700000,13300000,2,333,0,32400000
4,0,1,6800000,20000000,12,679,1,64600000
5,0,0,3100000,12300000,18,805,1,15700000
3,0,0,5100000,11000000,16,826,1,30300000
1,0,1,6300000,23900000,10,844,1,42500000
5,1,1,4400000,14100000,10,663,1,30300000
1,0,0,8100000,21900000,6,884,1,54600000
1,0,0,1100000,3700000,2,508,1,3700000
0,1,1,2400000,6900000,4,581,1,19000000
3,1,1,7000000,26300000,12,481,0,52100000
1,1,1,8700000,30000000,12,543,0,77900000
0,0,1,3500000,12600000,10,448,0,17700000
1,1,1,1600000,5300000,4,713,1,9000000
5,0,1,7800000,17300000,16,493,0,30900000
2,0,0,3700000,9200000,10,819,1,23800000
4,1,0,400000,1400000,18,827,1,1400000
0,0,0,4800000,15700000,10,398,0,35800000
0,1,1,2900000,7500000,18,692,1,15000000
5,1,1,5000000,14600000,18,509,0,39000000
0,1,1,7600000,18100000,16,439,0,59100000
1,1,0,3000000,9400000,4,622,1,15700000
3,0,1,200000,700000,18,526,0,1000000
5,0,1,6800000,19000000,8,865,1,48000000
5,0,1,9700000,27400000,2,328,0,48300000
0,1,1,1200000,4200000,4,768,1,9300000
5,0,1,7400000,24000000,16,854,1,40300000
4,1,0,6900000,20800000,4,839,1,28500000
0,0,1,9100000,23300000,18,414,0,60400000
0,1,1,1300000,4700000,16,530,0,8800000
3,1,0,6600000,14600000,10,841,1,48200000
3,0,1,1800000,5700000,14,670,1,14600000
5,0,1,8200000,20900000,14,726,1,50600000
4,0,0,2800000,8300000,14,352,0,18300000
1,1,1,7000000,16000000,4,554,1,56100000
4,1,0,700000,1800000,18,728,1,4500000
0,0,0,7400000,25500000,6,463,0,43100000
5,0,1,2300000,5000000,10,431,0,15600000
1,1,1,600000,1900000,8,445,0,3200000
5,1,0,1000000,3000000,4,896,1,7000000
1,0,1,2200000,5200000,8,420,0,10300000
1,0,0,8000000,30900000,2,315,1,51500000
4,0,0,8600000,20900000,10,867,1,65100000
3,0,1,7500000,26000000,2,342,1,53900000
5,0,1,5200000,11800000,18,711,1,39400000
2,0,0,7900000,20900000,2,723,1,26900000
1,1,1,4200000,11300000,4,704,1,26400000
0,1,0,6500000,20200000,16,842,1,44400000
0,1,1,7400000,15200000,12,600,1,37600000
3,0,0,9100000,25600000,12,688,1,64200000
0,0,0,800000,2300000,16,739,1,4800000
1,1,1,800000,2800000,10,798,1,5500000
5,1,1,4100000,9900000,4,319,0,32500000
5,1,1,4200000,8700000,6,583,1,17800000
3,1,1,4800000,11500000,12,535,0,32600000
3,0,1,8300000,25900000,8,696,1,57200000
4,0,0,7600000,23900000,8,672,1,31000000
4,1,0,5100000,12300000,20,410,0,42700000
5,1,0,3600000,11600000,14,546,0,25600000
3,0,1,5400000,16800000,16,550,1,37500000
5,0,0,700000,1400000,4,344,0,5200000
2,0,1,9800000,38200000,10,743,1,49800000
4,1,0,9700000,36400000,4,772,1,76700000
0,1,1,9400000,29900000,12,302,0,57700000
3,1,1,3200000,9100000,18,376,0,16000000
0,1,1,3700000,11600000,10,747,1,17000000
2,1,1,4200000,15800000,6,710,1,33200000
2,0,0,7000000,24200000,6,892,1,51700000
3,0,0,3200000,11500000,16,492,0,20700000
5,1,0,7900000,17700000,2,559,1,56800000
3,0,0,2200000,8300000,18,314,0,9800000
0,1,1,2700000,8400000,6,744,1,14800000
5,0,0,6800000,18000000,12,690,1,63900000
3,1,1,6300000,23300000,4,347,1,59700000
5,1,1,9000000,31400000,2,677,1,52200000
1,1,0,4700000,15700000,4,468,1,38200000
2,0,0,8100000,17500000,4,674,1,56000000
2,0,0,9000000,27300000,14,353,0,61100000
4,0,0,3800000,14100000,8,727,1,22400000
4,0,1,8800000,22200000,10,512,0,52600000
3,0,1,8700000,27200000,18,454,0,61300000
5,0,0,5000000,12400000,14,315,0,37000000
0,0,1,6000000,22700000,10,480,0,34500000
